ncescode,name,type,levelcode,rating,frpl,enrollment,white,black,hispanic,asian,multiracial,native_american,street,city,state,zip,county,fipscounty,lat,lon,districtid,districtname
63783006387,Saint Helena High School,public,h,8,.31400001,525,.44930401,.0139165,.51888698,.0139165,,.0039761402,1401 Grayson Avenue,St. Helena,CA,,Napa,6055,38.496746,-122.46275,451,Saint Helena Unified
63783006388,Robert Louis Stevenson Intermediate School,public,m,7,.336,315,.52189797,.0036496399,.45985401,.00729927,.0036496399,.0036496399,1316 Hillview Place,St. Helena,CA,,Napa,6055,38.506596,-122.47695,451,Saint Helena Unified
63783008533,Saint Helena Primary School,public,e,2,.47600001,259,.387665,,.59911901,.0044052899,.0088105705,,1701 Grayson Avenue,St. Helena,CA,,Napa,6055,38.494164,-122.46748,451,Saint Helena Unified
63789006389,Highland Elementary School,public,e,5,.63,835,.725182,.0096852304,.213075,.02179181,.0145278,.0157385,2900 Barnett Street,Bakersfield,CA,,Kern,6029,35.431961,-119.01589,239,Standard Elementary
63789006390,Standard Elementary School,public,e,3,.90499997,452,.68441802,.0059171598,.27218899,.0059171598,.0197239,.0118343,115 East Minner Avenue,Bakersfield,CA,,Kern,6029,35.41888,-119.0208,239,Standard Elementary
63789006391,Standard Middle School,public,m,4,.74299997,891,.74501097,.0055432399,.211752,.0088691805,.0121951,.0166297,1222 North Chester Avenue,Bakersfield,CA,,Kern,6029,35.417416,-119.01889,239,Standard Elementary
63789006392,Wingland Elementary School,public,e,3,.81699997,728,.67415702,.0042134798,.26685399,.0084269699,.0280899,.0182584,701 Douglas Street,Bakersfield,CA,,Kern,6029,35.425068,-119.03486,239,Standard Elementary
63795006393,Josephine Chrysler Elementary School,public,"e,m",2,.80800003,541,.14492799,.0851449,.673913,.076086991,.0054347799,.0108696,2818 Conant Avenue,Modesto,CA,,Stanislaus,6099,37.680035,-121.03901,898,Stanislaus Union Elementary
63795006394,George Eisenhut Elementary School,public,"e,m",3,.792,465,.192641,.067099601,.60389602,.071428597,.0194805,.0064935102,1809 Sheldon Drive,Modesto,CA,,Stanislaus,6099,37.686558,-121.02512,898,Stanislaus Union Elementary
63795006396,Prescott Junior High School,public,m,7,.611,643,.28166899,.059612501,.493294,.13561869,.016393401,.0044709402,2243 West Rumble Road,Modesto,CA,,Stanislaus,6099,37.684246,-121.03478,898,Stanislaus Union Elementary
63795006397,Stanislaus Elementary School,public,"e,m",6,.48300001,341,.395639,.0311526,.38629299,.10280366,.046728998,.00311526,1931 Kiernan Avenue,Modesto,CA,,Stanislaus,6099,37.712063,-121.02713,898,Stanislaus Union Elementary
63795009643,Agnes M. Baptist Elementary School,public,"e,m",7,.60699999,597,.31864399,.072881401,.381356,.17457651,.023728799,.00338983,1825 Cheyenne Way,Modesto,CA,,Stanislaus,6099,37.693291,-121.02504,898,Stanislaus Union Elementary
63795011497,Mary Lou Dieterich Elementary School,public,"e,m",7,.52700001,523,.32347801,.050434802,.39478299,.16869579,.00347826,.0052173901,2412 Warm Springs Drive,Modesto,CA,,Stanislaus,6099,37.698711,-121.03878,898,Stanislaus Union Elementary
63801001375,Taft Elementary School,public,"e,m",1,.91399997,425,.038095199,.180952,.66904801,.10714285,.0023809499,.0023809499,419 Downing Avenue,Stockton,CA,,San Joaquin,6077,37.913719,-121.28495,759,Stockton Unified School District
63801006398,Adams Elementary School,public,"e,m",3,.91399997,548,.071428597,.210526,.45112801,.20864651,.037594002,.0206767,6402 Inglewood Avenue,Stockton,CA,,San Joaquin,6077,38.009415,-121.31458,759,Stockton Unified School District
63801006399,August Elementary School,public,"e,m",2,.96700001,631,.095851198,.037195999,.77968502,.042918429,.0100143,.034334801,2101 Sutro Avenue,Stockton,CA,,San Joaquin,6077,37.981937,-121.25656,759,Stockton Unified School District
63801006400,Cleveland Elementary School,public,"e,m",2,.91600001,717,.081120901,.138643,.54572302,.17699081,.0324484,.023598799,20 East Fulton Street,Stockton,CA,,San Joaquin,6077,37.982048,-121.302,759,Stockton Unified School District
63801006401,Commodore Stockton Skills School,public,"e,m",6,.708,1132,.122316,.084033601,.60971099,.10550885,.020541601,.057889801,2725 Michigan Avenue,Stockton,CA,,San Joaquin,6077,37.966969,-121.33973,759,Stockton Unified School District
63801006403,Edison High School,public,h,4,.86500001,1955,.0168024,.132383,.57892102,.23014258,.00661914,.0341141,1425 South Center Street,Stockton,CA,,San Joaquin,6077,37.936443,-121.28907,759,Stockton Unified School District
63801006404,El Dorado Elementary School,public,"e,m",2,.94199997,677,.105785,.170248,.59669399,.054545488,.0297521,.042975198,1540 North Lincoln Street,Stockton,CA,,San Joaquin,6077,37.966499,-121.30166,759,Stockton Unified School District
63801006405,Elmwood Elementary School,public,"e,m",2,.926,853,.083640799,.00492005,.84747797,.034440309,.0073800702,.022140199,840 South Cardinal Avenue,Stockton,CA,,San Joaquin,6077,37.95948,-121.21976,759,Stockton Unified School District
63801006406,Fillmore Elementary School,public,"e,m",2,.912,899,.064555399,.034104802,.83434802,.048721109,.00730816,.0109622,2644 East Poplar Street,Stockton,CA,,San Joaquin,6077,37.968674,-121.25478,759,Stockton Unified School District
63801006407,Franklin High School,public,"m,h",4,.833,2302,.061546002,.0817331,.72969002,.078778952,.0039389501,.043820798,300 North Gertrude Street,Stockton,CA,,San Joaquin,6077,37.967419,-121.23792,759,Stockton Unified School District
63801006413,Grunsky Elementary School,public,"e,m",3,.89899999,497,.106115,.057553999,.739209,.057553999,.0215827,.017985599,1550 North School Street,Stockton,CA,,San Joaquin,6077,37.971901,-121.274,759,Stockton Unified School District
63801006415,Harrison Elementary School,public,"e,m",2,.92299998,595,.091068298,.073555201,.60245198,.19264457,.0192644,.021015801,3203 Sanguinetti Lane,Stockton,CA,,San Joaquin,6077,37.986172,-121.27243,759,Stockton Unified School District
63801006416,Hazelton Elementary School,public,"e,m",2,.94700003,704,.016905099,.0806242,.78153402,.097529203,.0078023402,.0143043,535 West Jefferson,Stockton,CA,,San Joaquin,6077,37.940453,-121.29507,759,Stockton Unified School District
63801006417,Kohl Open Elementary School,public,"e,m",4,.51300001,217,.282051,.064102598,.50854701,.072649598,.0299145,.042734999,4115 North Crown,Stockton,CA,,San Joaquin,6077,37.982048,-121.32007,759,Stockton Unified School District
63801006418,Hoover Elementary School,public,"e,m",2,.89700001,514,.15120301,.092783503,.54982799,.13402101,.060137499,.0120275,2900 Kirk Avenue,Stockton,CA,,San Joaquin,6077,37.966618,-121.34282,759,Stockton Unified School District
63801006420,Kennedy Elementary School,public,"e,m",3,.87900001,575,.0470348,.25153399,.43353799,.22699378,.022494899,.018404899,630 West Ponce De Leon Drive,Stockton,CA,,San Joaquin,6077,38.029499,-121.3185,759,Stockton Unified School District
63801006421,King Elementary School,public,"e,m",2,.96600002,981,.0117773,.044967901,.89186299,.02783723,.0042826599,.019271901,2640 East Lafayette Street,Stockton,CA,,San Joaquin,6077,37.958908,-121.25095,759,Stockton Unified School District
63801006422,Madison Elementary School,public,"e,m",2,.91000003,705,.17264301,.12881801,.56175297,.079681292,.0292165,.0278884,2939 Mission Road,Stockton,CA,,San Joaquin,6077,37.970959,-121.326,759,Stockton Unified School District
63801006424,McKinley Elementary School,public,"e,m",2,.92000002,766,.018820601,.051442899,.76662499,.14178149,.00250941,.018820601,30 West Ninth Street,Stockton,CA,,San Joaquin,6077,37.926434,-121.28282,759,Stockton Unified School District
63801006425,Monroe Elementary School,public,"e,m",1,.88700002,462,.019455301,.116732,.72373497,.1245137,.0038910499,.0116732,2236 East 11th Street,Stockton,CA,,San Joaquin,6077,37.930695,-121.24842,759,Stockton Unified School District
63801006426,Montezuma Elementary School,public,"e,m",2,.88599998,634,.0568012,.050822102,.77429003,.065769799,.0179372,.034379698,2843 Farmington Road,Stockton,CA,,San Joaquin,6077,37.939678,-121.24138,759,Stockton Unified School District
63801006427,Nightingale Charter School,charter,"e,m",1,.94199997,305,.029032299,.15483899,.70322597,.0741935,.0129032,.0258065,1721 Carpenter Road,Stockton,CA,,San Joaquin,6077,37.920235,-121.25544,759,Stockton Unified School District
63801006429,Pulliam Elementary School,public,"e,m",3,.88700002,653,.070821501,.21813001,.35410801,.2988666,.0410765,.0169972,230 Presidio Way,Stockton,CA,,San Joaquin,6077,38.018791,-121.31051,759,Stockton Unified School District
63801006430,Valenzuela Elementary School,public,"e,m",,,356,,,,,,,52 West Benjamin Holt Drive,Stockton,CA,,San Joaquin,6077,38.011356,-121.31161,759,Stockton Unified School District
63801006431,Roosevelt Elementary School,public,"e,m",1,.95700002,445,.051546399,.103093,.76700997,.061855711,.0041237101,.0103093,776 South Broadway Avenue,Stockton,CA,,San Joaquin,6077,37.954796,-121.24126,759,Stockton Unified School District
63801006432,Stagg Senior High School,public,h,4,.82200003,1643,.14053001,.15682299,.52749503,.11608968,.0115411,.047522102,1621 Brookside Road,Stockton,CA,,San Joaquin,6077,37.984566,-121.32194,759,Stockton Unified School District
63801006434,Taylor Leadership Academy,public,"e,m",2,.92000002,561,.031067999,.16893201,.43689299,.28155425,.015534,.062135901,1101 Lever Boulevard,Stockton,CA,,San Joaquin,6077,37.923225,-121.30195,759,Stockton Unified School District
63801006435,Tyler Skills Elementary School,public,"e,m",3,.89499998,536,.15904599,.17892601,.54075497,.067594461,.023856901,.0298211,3830 Webster Avenue,Stockton,CA,,San Joaquin,6077,37.977863,-121.33748,759,Stockton Unified School District
63801006436,Van Buren Elementary School,public,"e,m",1,.92699999,572,.0085033998,.176871,.63775498,.14115608,.022108801,.0119048,1628 East Tenth Street,Stockton,CA,,San Joaquin,6077,37.930702,-121.25897,759,Stockton Unified School District
63801006437,Victory Elementary School,public,"e,m",2,.912,519,.118095,.108571,.60190499,.064761922,.026666701,.079999998,1838 West Rose Street,Stockton,CA,,San Joaquin,6077,37.95961,-121.31984,759,Stockton Unified School District
63801007754,Rio Calaveras Elementary School,public,"e,m",5,.78100002,976,.066028699,.102392,.429665,.3722485,.016267899,.0124402,1819 East Bianchi Road,Stockton,CA,,San Joaquin,6077,38.002796,-121.28439,759,Stockton Unified School District
63801007882,Walton Development Center,public,"e,m,h",,.77899998,89,.273684,.126316,.494737,.0947368,.0105263,,4131 North Crown Avenue,Stockton,CA,,San Joaquin,6077,37.983109,-121.32244,759,Stockton Unified School District
63801008340,San Joaquin Elementary School,public,"e,m",4,.89600003,877,.0344432,.118255,.60275501,.21010344,.0080367401,.0264064,2020 South Fresno Avenue,Stockton,CA,,San Joaquin,6077,37.927525,-121.31204,759,Stockton Unified School District
63801008619,Weber Institute,public,h,5,.81300002,397,.029126201,.031553399,.83980602,.080097079,,.0194175,302 West Weber Avenue,Stockton,CA,,San Joaquin,6077,37.951881,-121.29496,759,Stockton Unified School District
63801008991,District Special Education School,public,"e,m,h",,.42899999,26,.17142899,.114286,.48571399,.114286,.028571401,.057142898,"445 West Weber Avenue, Suite 128",Stockton,CA,,San Joaquin,6077,37.952854,-121.29725,759,Stockton Unified School District
63801009446,Jane Frederick High School,public,h,1,.82300001,275,.069230802,.17692301,.56153798,.092307702,.00769231,.092307702,1141 East Weber Avenue,Stockton,CA,,San Joaquin,6077,37.956131,-121.27649,759,Stockton Unified School District
63801009447,George Washington Elementary School,public,"e,m",2,.96100003,269,.0173913,.078260899,.83478302,.043478251,.0043478301,.021739099,1735 West Sonora,Stockton,CA,,San Joaquin,6077,37.945229,-121.31351,759,Stockton Unified School District
63801010316,Wilson Elementary School,public,"e,m",4,.91399997,353,.132029,.107579,.55745697,.083129592,.053789701,.0660147,150 East Mendocino Avenue,Stockton,CA,,San Joaquin,6077,37.978882,-121.29801,759,Stockton Unified School District
63801010392,Dolores Huerta Elementary School,public,"e,m",2,.935,516,.0130354,.048417099,.76350099,.12476729,.0055865902,.042830501,1644 South Lincoln,Stockton,CA,,San Joaquin,6077,37.934311,-121.29283,759,Stockton Unified School District
63801011302,George W. Bush Elementary School,public,"e,m",3,.82499999,890,.050160099,.084311597,.34791899,.4717178,.032017101,.0138741,5420 Fred Russo Drive,Stockton,CA,,San Joaquin,6077,38.008537,-121.2769,759,Stockton Unified School District
63801011422,Cesar Chavez High School,public,h,3,.79400003,2150,.066853702,.152408,.46704099,.2706877,.0088826604,.033660602,2929 Windflower Lane,Stockton,CA,,San Joaquin,6077,38.011829,-121.2666,759,Stockton Unified School District
63801011423,Aspire Rosa Parks Academy,charter,e,5,.88700002,381,.020942399,.151832,.72513098,.073298402,.0235602,.0052355998,1930 South D Street,Stockton,CA,,San Joaquin,6077,37.939613,-121.25348,759,Stockton Unified School District
63801011778,John Marshall Elementary School,public,"e,m",3,.91299999,587,.032986101,.140625,.480903,.27083373,.036458299,.038194399,1141 Lever Boulevard,Stockton,CA,,San Joaquin,6077,37.923225,-121.30256,759,Stockton Unified School District
63801011779,Maxine Hong Kingston Elementary School,public,"e,m",1,.88,569,.078160897,.15402301,.58046001,.1229885,.0321839,.0321839,6324 North Alturas Avenue,Stockton,CA,,San Joaquin,6077,38.010391,-121.31318,759,Stockton Unified School District
63801011780,Pittman Charter School,charter,"e,m",2,.935,610,.045375202,.111693,.73996502,.073298402,.0157068,.0139616,701 East Park Street,Stockton,CA,,San Joaquin,6077,37.961021,-121.28382,759,Stockton Unified School District
63801011781,Wilhelmina Henry Elementary School,public,"e,m",2,.92500001,922,.061767802,.0234292,.84771001,.028754029,.00638978,.031948902,1107 South Wagner Avenue,Stockton,CA,,San Joaquin,6077,37.9547,-121.2277,759,Stockton Unified School District
63801011782,John C. Fremont Elementary School,public,"e,m",1,.90799999,882,.073545597,.031833202,.81009901,.05488468,.0120746,.016465399,2021 East Flora Street,Stockton,CA,,San Joaquin,6077,37.966793,-121.26672,759,Stockton Unified School District
63801011783,Alexander Hamilton Elementary School,public,"e,m",2,.87199998,858,.031431898,.11525,.70430702,.10477299,.0081490101,.0360885,2245 East 11th Street,Stockton,CA,,San Joaquin,6077,37.932953,-121.24908,759,Stockton Unified School District
63801011966,California Virtual Academy @ San Joaquin School,charter,"e,m,h",,,360,,,,,,,2360 Shasta Way,Simi Valley,CA,,Ventura,6111,34.276215,-118.78873,759,Stockton Unified School District
63801012085,Valentine Peyton Elementary School,public,"e,m",5,.76899999,854,.067340098,.15151501,.378227,.35578001,.032547701,.0145903,2525 Gold Brook Dr,Stockton,CA,,San Joaquin,6077,37.998814,-121.27627,759,Stockton Unified School District
63801012098,Edward C. Merlo Institute Of Environmental Studies,public,h,2,.94999999,227,.0229358,.027522899,.917431,.027522899,,.00458716,1670 East Sixth Street,Stockton,CA,,San Joaquin,6077,37.934624,-121.26289,759,Stockton Unified School District
63801012106,Aspire Port City Academy,charter,e,,.73299998,,.098039202,.154412,.571078,.088235259,.066176496,.0220588,2040 West Lane,Stockton,CA,,San Joaquin,6077,37.975258,-121.27981,759,Stockton Unified School District
63801012244,Aspire Langston Hughes Academy,charter,m,6,.838,270,.070122004,.22561,.59298801,.088414602,.021341501,.00152439,2050 West Lane,Stockton,CA,,San Joaquin,6077,37.975868,-121.27845,759,Stockton Unified School District
63801012281,Spanos (Alex G.) Elementary School,public,"e,m",2,.95099998,476,.0098425196,.0610236,.846457,.059055109,.0078740204,.015748,536 South California Street,Stockton,CA,,San Joaquin,6077,37.948078,-121.28271,759,Stockton Unified School District
63801012350,Stockton Intermediate School,public,"e,m",,,42,,,,,,,975 North D Street,Stockton,CA,,San Joaquin,6077,37.968067,-121.26517,759,Stockton Unified School District
63801012374,Dr. Lewis Dolphin Stallworth Sr. Charter School,charter,"e,m",1,1,149,.0372671,.47205001,.43478301,,.0559006,,1610 East Main Street,Stockton,CA,,San Joaquin,6077,37.955738,-121.26982,759,Stockton Unified School District
63801012443,Stockton High School,charter,h,2,.58099997,229,.17619,.114286,.60476202,.033333302,.0142857,.057142898,22 South Van Buren Street,Stockton,CA,,San Joaquin,6077,37.951385,-121.29617,759,Stockton Unified School District
63801012446,Stockton Unified Early College Academy,charter,h,9,.62900001,362,.082066901,.021276601,.38601801,.49848053,,.0121581,349 East Vine Street,Stockton,CA,,San Joaquin,6077,37.959888,-121.28866,759,Stockton Unified School District
63801012451,Stockton Collegiate International Elementary School,charter,e,6,.48699999,389,.125301,.077108398,.57108402,.11566258,.084337302,.0096385498,321 East Weber Avenue,Stockton,CA,,San Joaquin,6077,37.953899,-121.28392,759,Stockton Unified School District
63801012547,Stockton Collegiate International Secondary School,charter,"m,h",5,.31200001,345,.181614,.067264602,.573991,.11883406,.053811699,.0044843,One North Sutter,Stockton,CA,,San Joaquin,6077,37.953423,-121.28414,759,Stockton Unified School District
